parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,,usecol,idx0,idx1,idx2,i,j,zone
k33_pp_:1_i:262_j:522,log,factor,1.013005,0.8277605,1.2531775,k33_pp_:1,1.0,0.0,1,,1,,,,,262,522,
k33_pp_:1_i:262_j:527,log,factor,0.9929145,0.79297975,1.2477275,k33_pp_:1,1.0,0.0,1,,1,,,,,262,527,
k33_pp_:1_i:262_j:532,log,factor,1.011565,0.817351,1.26606,k33_pp_:1,1.0,0.0,1,,1,,,,,262,532,
k33_pp_:1_i:267_j:187,log,factor,1.03763,0.83053075,1.2869725,k33_pp_:1,1.0,0.0,1,,1,,,,,267,187,
k33_pp_:1_i:267_j:512,log,factor,1.027185,0.82594475,1.24868,k33_pp_:1,1.0,0.0,1,,1,,,,,267,512,
k33_pp_:1_i:267_j:517,log,factor,1.02102,0.84581725,1.26563,k33_pp_:1,1.0,0.0,1,,1,,,,,267,517,
k33_pp_:1_i:267_j:522,log,factor,0.990689,0.80227,1.198415,k33_pp_:1,1.0,0.0,1,,1,,,,,267,522,
k33_pp_:1_i:267_j:527,log,factor,0.99471,0.7958345,1.1882625,k33_pp_:1,1.0,0.0,1,,1,,,,,267,527,
k33_pp_:1_i:267_j:532,log,factor,0.9759035,0.78523775,1.2287375,k33_pp_:1,1.0,0.0,1,,1,,,,,267,532,
k33_pp_:1_i:272_j:187,log,factor,0.998764,0.82000425,1.20774,k33_pp_:1,1.0,0.0,1,,1,,,,,272,187,
k33_pp_:1_i:272_j:512,log,factor,0.99295,0.82944175,1.2228075,k33_pp_:1,1.0,0.0,1,,1,,,,,272,512,
k33_pp_:1_i:272_j:517,log,factor,1.05536,0.842379,1.3132325,k33_pp_:1,1.0,0.0,1,,1,,,,,272,517,
k33_pp_:1_i:272_j:522,log,factor,1.008365,0.82611925,1.2237825,k33_pp_:1,1.0,0.0,1,,1,,,,,272,522,
k33_pp_:1_i:272_j:527,log,factor,1.02349,0.807758,1.275875,k33_pp_:1,1.0,0.0,1,,1,,,,,272,527,
k33_pp_:1_i:272_j:532,log,factor,1.017115,0.84444875,1.192695,k33_pp_:1,1.0,0.0,1,,1,,,,,272,532,
k33_pp_:1_i:277_j:182,log,factor,0.98383,0.8057295,1.218235,k33_pp_:1,1.0,0.0,1,,1,,,,,277,182,
k33_pp_:1_i:277_j:512,log,factor,0.998198,0.81823675,1.2068725,k33_pp_:1,1.0,0.0,1,,1,,,,,277,512,
k33_pp_:1_i:277_j:517,log,factor,1.02503,0.82322075,1.2854225,k33_pp_:1,1.0,0.0,1,,1,,,,,277,517,
k33_pp_:1_i:277_j:522,log,factor,0.991932,0.81855025,1.2549125,k33_pp_:1,1.0,0.0,1,,1,,,,,277,522,
k33_pp_:1_i:277_j:527,log,factor,1.01902,0.825883,1.212655,k33_pp_:1,1.0,0.0,1,,1,,,,,277,527,
k33_pp_:1_i:277_j:532,log,factor,1.009725,0.7967245,1.253755,k33_pp_:1,1.0,0.0,1,,1,,,,,277,532,
k33_pp_:1_i:282_j:182,log,factor,0.978004,0.81878975,1.1969675,k33_pp_:1,1.0,0.0,1,,1,,,,,282,182,
k33_pp_:1_i:282_j:512,log,factor,1.046145,0.79784425,1.246495,k33_pp_:1,1.0,0.0,1,,1,,,,,282,512,
k33_pp_:1_i:282_j:517,log,factor,1.004535,0.85291,1.205325,k33_pp_:1,1.0,0.0,1,,1,,,,,282,517,
k33_pp_:1_i:282_j:522,log,factor,1.011685,0.7974525,1.2235775,k33_pp_:1,1.0,0.0,1,,1,,,,,282,522,
k33_pp_:1_i:282_j:527,log,factor,1.006405,0.784231,1.28211,k33_pp_:1,1.0,0.0,1,,1,,,,,282,527,
k33_pp_:1_i:287_j:182,log,factor,1.02996,0.8235315,1.225875,k33_pp_:1,1.0,0.0,1,,1,,,,,287,182,
k33_pp_:1_i:287_j:507,log,factor,1.01296,0.8244355,1.27862,k33_pp_:1,1.0,0.0,1,,1,,,,,287,507,
k33_pp_:1_i:287_j:512,log,factor,0.971083,0.79218175,1.1889675,k33_pp_:1,1.0,0.0,1,,1,,,,,287,512,
k33_pp_:1_i:287_j:517,log,factor,0.970421,0.78044,1.1885775,k33_pp_:1,1.0,0.0,1,,1,,,,,287,517,
k33_pp_:1_i:287_j:522,log,factor,0.990426,0.784345,1.2753225,k33_pp_:1,1.0,0.0,1,,1,,,,,287,522,
k33_pp_:1_i:287_j:527,log,factor,0.984906,0.78113425,1.2423525,k33_pp_:1,1.0,0.0,1,,1,,,,,287,527,
k33_pp_:1_i:292_j:172,log,factor,1.004555,0.784004,1.241385,k33_pp_:1,1.0,0.0,1,,1,,,,,292,172,
k33_pp_:1_i:292_j:177,log,factor,0.999479,0.79166375,1.2244025,k33_pp_:1,1.0,0.0,1,,1,,,,,292,177,
k33_pp_:1_i:292_j:182,log,factor,1.006085,0.812118,1.230585,k33_pp_:1,1.0,0.0,1,,1,,,,,292,182,
k33_pp_:1_i:292_j:507,log,factor,0.9711855,0.78806675,1.1930325,k33_pp_:1,1.0,0.0,1,,1,,,,,292,507,
k33_pp_:1_i:292_j:512,log,factor,1.053825,0.8297335,1.26638,k33_pp_:1,1.0,0.0,1,,1,,,,,292,512,
k33_pp_:1_i:292_j:517,log,factor,0.9695585,0.81361275,1.2356225,k33_pp_:1,1.0,0.0,1,,1,,,,,292,517,
k33_pp_:1_i:292_j:522,log,factor,0.983207,0.80774325,1.2682275,k33_pp_:1,1.0,0.0,1,,1,,,,,292,522,
k33_pp_:1_i:292_j:527,log,factor,1.00037,0.8083365,1.201715,k33_pp_:1,1.0,0.0,1,,1,,,,,292,527,
k33_pp_:1_i:297_j:177,log,factor,1.03083,0.84621,1.2900175,k33_pp_:1,1.0,0.0,1,,1,,,,,297,177,
k33_pp_:1_i:297_j:502,log,factor,0.9801325,0.799863,1.255485,k33_pp_:1,1.0,0.0,1,,1,,,,,297,502,
k33_pp_:1_i:297_j:507,log,factor,1.020735,0.84139675,1.2454075,k33_pp_:1,1.0,0.0,1,,1,,,,,297,507,
k33_pp_:1_i:297_j:512,log,factor,1.00806,0.8449065,1.25711,k33_pp_:1,1.0,0.0,1,,1,,,,,297,512,
k33_pp_:1_i:297_j:517,log,factor,0.9706605,0.79107025,1.2012275,k33_pp_:1,1.0,0.0,1,,1,,,,,297,517,
k33_pp_:1_i:297_j:522,log,factor,0.9761525,0.800907,1.2298175,k33_pp_:1,1.0,0.0,1,,1,,,,,297,522,
k33_pp_:1_i:302_j:177,log,factor,1.037955,0.82163275,1.29001,k33_pp_:1,1.0,0.0,1,,1,,,,,302,177,
k33_pp_:1_i:302_j:232,log,factor,1.012785,0.816548,1.2417525,k33_pp_:1,1.0,0.0,1,,1,,,,,302,232,
k33_pp_:1_i:302_j:237,log,factor,1.020025,0.82554075,1.2070375,k33_pp_:1,1.0,0.0,1,,1,,,,,302,237,
k33_pp_:1_i:302_j:242,log,factor,0.9749765,0.79667975,1.26658,k33_pp_:1,1.0,0.0,1,,1,,,,,302,242,
k33_pp_:1_i:302_j:247,log,factor,1.032875,0.84255225,1.22829,k33_pp_:1,1.0,0.0,1,,1,,,,,302,247,
k33_pp_:1_i:302_j:252,log,factor,1.00623,0.847111,1.2020675,k33_pp_:1,1.0,0.0,1,,1,,,,,302,252,
k33_pp_:1_i:302_j:257,log,factor,1.041095,0.8337345,1.2398525,k33_pp_:1,1.0,0.0,1,,1,,,,,302,257,
k33_pp_:1_i:302_j:262,log,factor,1.020375,0.8580305,1.2068125,k33_pp_:1,1.0,0.0,1,,1,,,,,302,262,
k33_pp_:1_i:302_j:502,log,factor,1.02004,0.82974,1.256285,k33_pp_:1,1.0,0.0,1,,1,,,,,302,502,
k33_pp_:1_i:302_j:507,log,factor,0.9796625,0.7985215,1.2330575,k33_pp_:1,1.0,0.0,1,,1,,,,,302,507,
k33_pp_:1_i:302_j:512,log,factor,0.991031,0.79200975,1.224935,k33_pp_:1,1.0,0.0,1,,1,,,,,302,512,
k33_pp_:1_i:302_j:517,log,factor,1.03998,0.854529,1.2790825,k33_pp_:1,1.0,0.0,1,,1,,,,,302,517,
k33_pp_:1_i:302_j:522,log,factor,1.02954,0.8489285,1.29836,k33_pp_:1,1.0,0.0,1,,1,,,,,302,522,
k33_pp_:1_i:307_j:172,log,factor,1.02423,0.84191675,1.213095,k33_pp_:1,1.0,0.0,1,,1,,,,,307,172,
k33_pp_:1_i:307_j:227,log,factor,1.02518,0.81834725,1.2468425,k33_pp_:1,1.0,0.0,1,,1,,,,,307,227,
k33_pp_:1_i:307_j:502,log,factor,1.03682,0.8305525,1.2762725,k33_pp_:1,1.0,0.0,1,,1,,,,,307,502,
k33_pp_:1_i:307_j:507,log,factor,0.999693,0.83790075,1.2295325,k33_pp_:1,1.0,0.0,1,,1,,,,,307,507,
k33_pp_:1_i:307_j:512,log,factor,0.998599,0.80942475,1.208145,k33_pp_:1,1.0,0.0,1,,1,,,,,307,512,
k33_pp_:1_i:307_j:517,log,factor,0.996265,0.8161765,1.21828,k33_pp_:1,1.0,0.0,1,,1,,,,,307,517,
k33_pp_:1_i:307_j:522,log,factor,0.9648855,0.7793435,1.1968,k33_pp_:1,1.0,0.0,1,,1,,,,,307,522,
k33_pp_:1_i:312_j:182,log,factor,0.9863685,0.78936725,1.2137875,k33_pp_:1,1.0,0.0,1,,1,,,,,312,182,
k33_pp_:1_i:312_j:187,log,factor,1.0085,0.82022875,1.220605,k33_pp_:1,1.0,0.0,1,,1,,,,,312,187,
k33_pp_:1_i:312_j:222,log,factor,1.01613,0.81146575,1.218985,k33_pp_:1,1.0,0.0,1,,1,,,,,312,222,
k33_pp_:1_i:312_j:227,log,factor,0.9837235,0.813126,1.24208,k33_pp_:1,1.0,0.0,1,,1,,,,,312,227,
k33_pp_:1_i:312_j:502,log,factor,1.00426,0.83454375,1.262545,k33_pp_:1,1.0,0.0,1,,1,,,,,312,502,
k33_pp_:1_i:312_j:507,log,factor,0.9831635,0.781433,1.18504,k33_pp_:1,1.0,0.0,1,,1,,,,,312,507,
k33_pp_:1_i:312_j:512,log,factor,0.9857915,0.789094,1.242785,k33_pp_:1,1.0,0.0,1,,1,,,,,312,512,
k33_pp_:1_i:312_j:517,log,factor,0.997878,0.8328755,1.221315,k33_pp_:1,1.0,0.0,1,,1,,,,,312,517,
k33_pp_:1_i:312_j:522,log,factor,0.988692,0.80392375,1.224165,k33_pp_:1,1.0,0.0,1,,1,,,,,312,522,
k33_pp_:1_i:317_j:187,log,factor,1.038565,0.8161605,1.2449425,k33_pp_:1,1.0,0.0,1,,1,,,,,317,187,
k33_pp_:1_i:317_j:222,log,factor,0.9796205,0.79984275,1.235095,k33_pp_:1,1.0,0.0,1,,1,,,,,317,222,
k33_pp_:1_i:317_j:292,log,factor,1.047355,0.8476085,1.28124,k33_pp_:1,1.0,0.0,1,,1,,,,,317,292,
k33_pp_:1_i:317_j:502,log,factor,1.031215,0.83144075,1.266985,k33_pp_:1,1.0,0.0,1,,1,,,,,317,502,
k33_pp_:1_i:317_j:507,log,factor,1.00631,0.8162845,1.2298725,k33_pp_:1,1.0,0.0,1,,1,,,,,317,507,
k33_pp_:1_i:317_j:512,log,factor,1.00968,0.82832725,1.2218925,k33_pp_:1,1.0,0.0,1,,1,,,,,317,512,
k33_pp_:1_i:317_j:517,log,factor,1.057165,0.847372,1.2583225,k33_pp_:1,1.0,0.0,1,,1,,,,,317,517,
k33_pp_:1_i:322_j:187,log,factor,1.000325,0.79983225,1.254225,k33_pp_:1,1.0,0.0,1,,1,,,,,322,187,
k33_pp_:1_i:322_j:217,log,factor,0.9824735,0.78694525,1.211365,k33_pp_:1,1.0,0.0,1,,1,,,,,322,217,
k33_pp_:1_i:322_j:292,log,factor,1.00053,0.81385625,1.2448075,k33_pp_:1,1.0,0.0,1,,1,,,,,322,292,
k33_pp_:1_i:322_j:297,log,factor,0.987286,0.775584,1.2248575,k33_pp_:1,1.0,0.0,1,,1,,,,,322,297,
k33_pp_:1_i:322_j:502,log,factor,1.00106,0.782765,1.2942975,k33_pp_:1,1.0,0.0,1,,1,,,,,322,502,
k33_pp_:1_i:322_j:507,log,factor,1.010575,0.79639425,1.23556,k33_pp_:1,1.0,0.0,1,,1,,,,,322,507,
k33_pp_:1_i:322_j:512,log,factor,1.0063,0.80856275,1.230295,k33_pp_:1,1.0,0.0,1,,1,,,,,322,512,
k33_pp_:1_i:322_j:517,log,factor,0.9728885,0.782343,1.1892225,k33_pp_:1,1.0,0.0,1,,1,,,,,322,517,
k33_pp_:1_i:327_j:187,log,factor,1.030285,0.799594,1.2504525,k33_pp_:1,1.0,0.0,1,,1,,,,,327,187,
k33_pp_:1_i:327_j:212,log,factor,1.033545,0.8142135,1.2658975,k33_pp_:1,1.0,0.0,1,,1,,,,,327,212,
k33_pp_:1_i:327_j:217,log,factor,0.999161,0.79494775,1.279105,k33_pp_:1,1.0,0.0,1,,1,,,,,327,217,
k33_pp_:1_i:327_j:497,log,factor,1.01151,0.83687525,1.2543325,k33_pp_:1,1.0,0.0,1,,1,,,,,327,497,
k33_pp_:1_i:327_j:502,log,factor,0.99972,0.78709,1.24114,k33_pp_:1,1.0,0.0,1,,1,,,,,327,502,
k33_pp_:1_i:327_j:507,log,factor,0.9736455,0.79042775,1.2395075,k33_pp_:1,1.0,0.0,1,,1,,,,,327,507,
k33_pp_:1_i:327_j:512,log,factor,1.00646,0.826737,1.266065,k33_pp_:1,1.0,0.0,1,,1,,,,,327,512,
k33_pp_:1_i:327_j:517,log,factor,1.004945,0.8101735,1.2350775,k33_pp_:1,1.0,0.0,1,,1,,,,,327,517,
k33_pp_:1_i:332_j:187,log,factor,0.9559055,0.78666,1.220685,k33_pp_:1,1.0,0.0,1,,1,,,,,332,187,
k33_pp_:1_i:332_j:212,log,factor,0.983484,0.805207,1.2054325,k33_pp_:1,1.0,0.0,1,,1,,,,,332,212,
k33_pp_:1_i:332_j:497,log,factor,1.00576,0.80784975,1.2606475,k33_pp_:1,1.0,0.0,1,,1,,,,,332,497,
k33_pp_:1_i:332_j:502,log,factor,1.005335,0.80875775,1.20923,k33_pp_:1,1.0,0.0,1,,1,,,,,332,502,
k33_pp_:1_i:332_j:507,log,factor,1.01269,0.807211,1.2203025,k33_pp_:1,1.0,0.0,1,,1,,,,,332,507,
k33_pp_:1_i:332_j:512,log,factor,0.9667405,0.79920425,1.263485,k33_pp_:1,1.0,0.0,1,,1,,,,,332,512,
k33_pp_:1_i:337_j:182,log,factor,1.01696,0.8303975,1.2435275,k33_pp_:1,1.0,0.0,1,,1,,,,,337,182,
k33_pp_:1_i:337_j:187,log,factor,1.001725,0.81560875,1.192665,k33_pp_:1,1.0,0.0,1,,1,,,,,337,187,
k33_pp_:1_i:337_j:207,log,factor,1.014545,0.82605525,1.21685,k33_pp_:1,1.0,0.0,1,,1,,,,,337,207,
k33_pp_:1_i:337_j:497,log,factor,0.9928325,0.80294875,1.2182325,k33_pp_:1,1.0,0.0,1,,1,,,,,337,497,
k33_pp_:1_i:337_j:502,log,factor,0.9999355,0.8040925,1.2855575,k33_pp_:1,1.0,0.0,1,,1,,,,,337,502,
k33_pp_:1_i:337_j:507,log,factor,1.01581,0.8222775,1.2792875,k33_pp_:1,1.0,0.0,1,,1,,,,,337,507,
k33_pp_:1_i:337_j:512,log,factor,1.01566,0.831782,1.2476525,k33_pp_:1,1.0,0.0,1,,1,,,,,337,512,
k33_pp_:1_i:342_j:182,log,factor,1.001655,0.81235875,1.27847,k33_pp_:1,1.0,0.0,1,,1,,,,,342,182,
k33_pp_:1_i:342_j:187,log,factor,0.985003,0.802274,1.22007,k33_pp_:1,1.0,0.0,1,,1,,,,,342,187,
k33_pp_:1_i:342_j:192,log,factor,0.9591995,0.77400075,1.1978025,k33_pp_:1,1.0,0.0,1,,1,,,,,342,192,
k33_pp_:1_i:342_j:197,log,factor,1.00386,0.8125755,1.273545,k33_pp_:1,1.0,0.0,1,,1,,,,,342,197,
k33_pp_:1_i:342_j:202,log,factor,0.9930835,0.79695025,1.2431875,k33_pp_:1,1.0,0.0,1,,1,,,,,342,202,
k33_pp_:1_i:342_j:207,log,factor,1.00008,0.8119285,1.2225075,k33_pp_:1,1.0,0.0,1,,1,,,,,342,207,
k33_pp_:1_i:342_j:492,log,factor,1.03033,0.79969075,1.2618875,k33_pp_:1,1.0,0.0,1,,1,,,,,342,492,
k33_pp_:1_i:342_j:497,log,factor,0.990517,0.81698575,1.233785,k33_pp_:1,1.0,0.0,1,,1,,,,,342,497,
k33_pp_:1_i:342_j:502,log,factor,0.9952555,0.81376875,1.2253225,k33_pp_:1,1.0,0.0,1,,1,,,,,342,502,
k33_pp_:1_i:342_j:507,log,factor,1.06288,0.81927025,1.2959025,k33_pp_:1,1.0,0.0,1,,1,,,,,342,507,
k33_pp_:1_i:342_j:512,log,factor,1.00356,0.78497775,1.2658475,k33_pp_:1,1.0,0.0,1,,1,,,,,342,512,
k33_pp_:1_i:347_j:207,log,factor,0.972451,0.79207775,1.206305,k33_pp_:1,1.0,0.0,1,,1,,,,,347,207,
k33_pp_:1_i:347_j:487,log,factor,0.953663,0.796521,1.24698,k33_pp_:1,1.0,0.0,1,,1,,,,,347,487,
k33_pp_:1_i:347_j:492,log,factor,0.9864295,0.804032,1.2387475,k33_pp_:1,1.0,0.0,1,,1,,,,,347,492,
k33_pp_:1_i:347_j:497,log,factor,0.994941,0.80137075,1.2702025,k33_pp_:1,1.0,0.0,1,,1,,,,,347,497,
k33_pp_:1_i:347_j:502,log,factor,0.990941,0.8052205,1.215715,k33_pp_:1,1.0,0.0,1,,1,,,,,347,502,
k33_pp_:1_i:347_j:507,log,factor,0.996781,0.813686,1.2673425,k33_pp_:1,1.0,0.0,1,,1,,,,,347,507,
k33_pp_:1_i:352_j:207,log,factor,0.9967745,0.781934,1.28877,k33_pp_:1,1.0,0.0,1,,1,,,,,352,207,
k33_pp_:1_i:352_j:477,log,factor,1.00524,0.84780625,1.2341925,k33_pp_:1,1.0,0.0,1,,1,,,,,352,477,
k33_pp_:1_i:352_j:482,log,factor,1.02429,0.834165,1.2580325,k33_pp_:1,1.0,0.0,1,,1,,,,,352,482,
k33_pp_:1_i:352_j:487,log,factor,1.015955,0.7935565,1.2084375,k33_pp_:1,1.0,0.0,1,,1,,,,,352,487,
k33_pp_:1_i:352_j:492,log,factor,0.9611855,0.8304975,1.173745,k33_pp_:1,1.0,0.0,1,,1,,,,,352,492,
k33_pp_:1_i:352_j:497,log,factor,0.966358,0.784016,1.1737125,k33_pp_:1,1.0,0.0,1,,1,,,,,352,497,
k33_pp_:1_i:352_j:502,log,factor,1.00021,0.81325675,1.2540025,k33_pp_:1,1.0,0.0,1,,1,,,,,352,502,
k33_pp_:1_i:352_j:507,log,factor,1.023445,0.79402925,1.2312825,k33_pp_:1,1.0,0.0,1,,1,,,,,352,507,
k33_pp_:1_i:357_j:207,log,factor,1.044945,0.81269675,1.2962425,k33_pp_:1,1.0,0.0,1,,1,,,,,357,207,
k33_pp_:1_i:357_j:487,log,factor,0.973188,0.80624575,1.19706,k33_pp_:1,1.0,0.0,1,,1,,,,,357,487,
k33_pp_:1_i:357_j:492,log,factor,0.9744175,0.8326155,1.2066425,k33_pp_:1,1.0,0.0,1,,1,,,,,357,492,
k33_pp_:1_i:357_j:497,log,factor,0.9825215,0.79737625,1.206755,k33_pp_:1,1.0,0.0,1,,1,,,,,357,497,
k33_pp_:1_i:357_j:502,log,factor,0.9904775,0.765893,1.167855,k33_pp_:1,1.0,0.0,1,,1,,,,,357,502,
k33_pp_:1_i:357_j:507,log,factor,1.01441,0.8454305,1.23767,k33_pp_:1,1.0,0.0,1,,1,,,,,357,507,
k33_pp_:1_i:362_j:212,log,factor,0.98924,0.80967475,1.2292275,k33_pp_:1,1.0,0.0,1,,1,,,,,362,212,
k33_pp_:1_i:362_j:487,log,factor,1.01801,0.808761,1.2194125,k33_pp_:1,1.0,0.0,1,,1,,,,,362,487,
k33_pp_:1_i:362_j:492,log,factor,1.000355,0.8088665,1.22763,k33_pp_:1,1.0,0.0,1,,1,,,,,362,492,
k33_pp_:1_i:362_j:497,log,factor,0.97375,0.814644,1.1837025,k33_pp_:1,1.0,0.0,1,,1,,,,,362,497,
k33_pp_:1_i:362_j:502,log,factor,1.02121,0.83775375,1.250545,k33_pp_:1,1.0,0.0,1,,1,,,,,362,502,
k33_pp_:1_i:367_j:212,log,factor,1.00712,0.81682025,1.2733225,k33_pp_:1,1.0,0.0,1,,1,,,,,367,212,
k33_pp_:1_i:367_j:217,log,factor,0.986644,0.8021435,1.2530275,k33_pp_:1,1.0,0.0,1,,1,,,,,367,217,
k33_pp_:1_i:367_j:487,log,factor,0.991211,0.8053505,1.2681825,k33_pp_:1,1.0,0.0,1,,1,,,,,367,487,
k33_pp_:1_i:367_j:492,log,factor,0.981527,0.8404615,1.23247,k33_pp_:1,1.0,0.0,1,,1,,,,,367,492,
k33_pp_:1_i:367_j:497,log,factor,1.03012,0.83129025,1.227645,k33_pp_:1,1.0,0.0,1,,1,,,,,367,497,
k33_pp_:1_i:367_j:502,log,factor,0.997524,0.80226875,1.246935,k33_pp_:1,1.0,0.0,1,,1,,,,,367,502,
k33_pp_:1_i:372_j:217,log,factor,1.027675,0.82426125,1.3030075,k33_pp_:1,1.0,0.0,1,,1,,,,,372,217,
k33_pp_:1_i:372_j:487,log,factor,0.9746355,0.80013275,1.2094925,k33_pp_:1,1.0,0.0,1,,1,,,,,372,487,
k33_pp_:1_i:372_j:492,log,factor,0.956375,0.7739295,1.2279575,k33_pp_:1,1.0,0.0,1,,1,,,,,372,492,
k33_pp_:1_i:372_j:497,log,factor,1.051525,0.8063855,1.2733275,k33_pp_:1,1.0,0.0,1,,1,,,,,372,497,
k33_pp_:1_i:372_j:502,log,factor,1.01028,0.8164935,1.2296775,k33_pp_:1,1.0,0.0,1,,1,,,,,372,502,
k33_pp_:1_i:377_j:217,log,factor,0.96735,0.762932,1.164205,k33_pp_:1,1.0,0.0,1,,1,,,,,377,217,
k33_pp_:1_i:377_j:487,log,factor,0.9781185,0.79332825,1.2053525,k33_pp_:1,1.0,0.0,1,,1,,,,,377,487,
k33_pp_:1_i:377_j:492,log,factor,1.00922,0.8515,1.24003,k33_pp_:1,1.0,0.0,1,,1,,,,,377,492,
k33_pp_:1_i:377_j:497,log,factor,1.006335,0.78630875,1.264995,k33_pp_:1,1.0,0.0,1,,1,,,,,377,497,
k33_pp_:1_i:377_j:502,log,factor,0.9994465,0.79252475,1.2324875,k33_pp_:1,1.0,0.0,1,,1,,,,,377,502,
k33_pp_:1_i:382_j:217,log,factor,1.024785,0.84254125,1.240255,k33_pp_:1,1.0,0.0,1,,1,,,,,382,217,
k33_pp_:1_i:382_j:482,log,factor,1.007565,0.8342105,1.257685,k33_pp_:1,1.0,0.0,1,,1,,,,,382,482,
k33_pp_:1_i:382_j:487,log,factor,1.006435,0.8152935,1.21107,k33_pp_:1,1.0,0.0,1,,1,,,,,382,487,
k33_pp_:1_i:382_j:492,log,factor,1.001305,0.79769325,1.294145,k33_pp_:1,1.0,0.0,1,,1,,,,,382,492,
k33_pp_:1_i:382_j:497,log,factor,1.01528,0.80630025,1.2169825,k33_pp_:1,1.0,0.0,1,,1,,,,,382,497,
k33_pp_:1_i:387_j:217,log,factor,0.9930625,0.8117735,1.2180675,k33_pp_:1,1.0,0.0,1,,1,,,,,387,217,
k33_pp_:1_i:387_j:482,log,factor,0.9916195,0.7878275,1.186635,k33_pp_:1,1.0,0.0,1,,1,,,,,387,482,
k33_pp_:1_i:387_j:487,log,factor,1.025335,0.80978,1.2950075,k33_pp_:1,1.0,0.0,1,,1,,,,,387,487,
k33_pp_:1_i:387_j:492,log,factor,1.023825,0.783387,1.2973425,k33_pp_:1,1.0,0.0,1,,1,,,,,387,492,
k33_pp_:1_i:387_j:497,log,factor,0.969367,0.783534,1.22202,k33_pp_:1,1.0,0.0,1,,1,,,,,387,497,
k33_pp_:1_i:392_j:217,log,factor,1.000075,0.799436,1.2529275,k33_pp_:1,1.0,0.0,1,,1,,,,,392,217,
k33_pp_:1_i:392_j:482,log,factor,1.029015,0.84527,1.2395975,k33_pp_:1,1.0,0.0,1,,1,,,,,392,482,
k33_pp_:1_i:392_j:487,log,factor,1.031695,0.8538535,1.2759975,k33_pp_:1,1.0,0.0,1,,1,,,,,392,487,
k33_pp_:1_i:392_j:492,log,factor,1.016215,0.8238265,1.2364325,k33_pp_:1,1.0,0.0,1,,1,,,,,392,492,
k33_pp_:1_i:392_j:497,log,factor,0.9504655,0.7825905,1.2136125,k33_pp_:1,1.0,0.0,1,,1,,,,,392,497,
k33_pp_:1_i:397_j:482,log,factor,0.9610905,0.800355,1.1691975,k33_pp_:1,1.0,0.0,1,,1,,,,,397,482,
k33_pp_:1_i:397_j:487,log,factor,0.9906855,0.78989875,1.2153825,k33_pp_:1,1.0,0.0,1,,1,,,,,397,487,
k33_pp_:1_i:397_j:492,log,factor,0.9870235,0.8048245,1.2336225,k33_pp_:1,1.0,0.0,1,,1,,,,,397,492,
k33_pp_:1_i:397_j:497,log,factor,0.9497515,0.7996565,1.21902,k33_pp_:1,1.0,0.0,1,,1,,,,,397,497,
k33_pp_:1_i:402_j:217,log,factor,0.9938315,0.78021875,1.176955,k33_pp_:1,1.0,0.0,1,,1,,,,,402,217,
k33_pp_:1_i:402_j:482,log,factor,1.014955,0.80999825,1.2699325,k33_pp_:1,1.0,0.0,1,,1,,,,,402,482,
k33_pp_:1_i:402_j:487,log,factor,0.9988765,0.8104475,1.3050425,k33_pp_:1,1.0,0.0,1,,1,,,,,402,487,
k33_pp_:1_i:402_j:492,log,factor,1.001135,0.812237,1.24785,k33_pp_:1,1.0,0.0,1,,1,,,,,402,492,
k33_pp_:1_i:402_j:497,log,factor,0.988207,0.782142,1.2161925,k33_pp_:1,1.0,0.0,1,,1,,,,,402,497,
k33_pp_:1_i:407_j:212,log,factor,0.9984145,0.81107125,1.242355,k33_pp_:1,1.0,0.0,1,,1,,,,,407,212,
k33_pp_:1_i:407_j:217,log,factor,1.02421,0.8286075,1.2810775,k33_pp_:1,1.0,0.0,1,,1,,,,,407,217,
k33_pp_:1_i:407_j:482,log,factor,0.995888,0.81890675,1.243335,k33_pp_:1,1.0,0.0,1,,1,,,,,407,482,
k33_pp_:1_i:407_j:487,log,factor,0.998049,0.80754875,1.22877,k33_pp_:1,1.0,0.0,1,,1,,,,,407,487,
k33_pp_:1_i:407_j:492,log,factor,1.011775,0.80194575,1.2728025,k33_pp_:1,1.0,0.0,1,,1,,,,,407,492,
k33_pp_:1_i:407_j:497,log,factor,1.017345,0.81126975,1.228715,k33_pp_:1,1.0,0.0,1,,1,,,,,407,497,
k33_pp_:1_i:412_j:212,log,factor,0.993889,0.7894575,1.2172375,k33_pp_:1,1.0,0.0,1,,1,,,,,412,212,
k33_pp_:1_i:412_j:482,log,factor,1.021055,0.801713,1.277315,k33_pp_:1,1.0,0.0,1,,1,,,,,412,482,
k33_pp_:1_i:412_j:487,log,factor,1.005395,0.79930875,1.221635,k33_pp_:1,1.0,0.0,1,,1,,,,,412,487,
k33_pp_:1_i:412_j:492,log,factor,0.9965935,0.74860525,1.2056275,k33_pp_:1,1.0,0.0,1,,1,,,,,412,492,
k33_pp_:1_i:412_j:497,log,factor,1.03349,0.8322855,1.2506825,k33_pp_:1,1.0,0.0,1,,1,,,,,412,497,
k33_pp_:1_i:417_j:482,log,factor,1.03342,0.85078175,1.24945,k33_pp_:1,1.0,0.0,1,,1,,,,,417,482,
k33_pp_:1_i:417_j:487,log,factor,1.019475,0.814232,1.2566975,k33_pp_:1,1.0,0.0,1,,1,,,,,417,487,
